,ID1,ID2,Relation
856,cwe106,cwe1173,ChildOf
857,cwe106,cwe20,ChildOf
858,cwe107,cwe1164,ChildOf
859,cwe107,cwe20,ChildOf
860,cwe108,cwe1173,ChildOf
861,cwe108,cwe20,ChildOf
862,cwe109,cwe1173,ChildOf
863,cwe109,cwe20,ChildOf
864,cwe110,cwe1164,ChildOf
865,cwe110,cwe20,ChildOf
866,cwe111,cwe695,ChildOf
867,cwe111,cwe20,ChildOf
868,cwe112,cwe1286,ChildOf
869,cwe112,cwe20,ChildOf
870,cwe113,cwe93,ChildOf
871,cwe79,cwe113,CanFollow
872,cwe113,cwe20,ChildOf
873,cwe113,cwe436,ChildOf
874,cwe114,cwe73,ChildOf
875,cwe114,cwe20,ChildOf
876,cwe115,cwe436,ChildOf
877,cwe116,cwe707,ChildOf
878,cwe74,cwe116,CanFollow
879,cwe117,cwe116,ChildOf
880,cwe117,cwe20,ChildOf
881,cwe118,cwe664,ChildOf
882,cwe119,cwe118,ChildOf
883,cwe120,cwe119,ChildOf
884,cwe123,cwe120,CanFollow
885,cwe120,cwe20,ChildOf
886,cwe121,cwe788,ChildOf
887,cwe121,cwe787,ChildOf
888,cwe122,cwe788,ChildOf
889,cwe122,cwe787,ChildOf
890,cwe123,cwe787,ChildOf
891,cwe123,cwe119,ChildOf
892,cwe124,cwe786,ChildOf
893,cwe124,cwe787,ChildOf
894,cwe125,cwe119,ChildOf
895,cwe126,cwe125,ChildOf
896,cwe126,cwe788,ChildOf
897,cwe127,cwe125,ChildOf
898,cwe127,cwe786,ChildOf
899,cwe128,cwe682,ChildOf
900,cwe119,cwe128,CanFollow
901,cwe190,cwe128,PeerOf
902,cwe129,cwe1285,ChildOf
903,cwe129,cwe20,ChildOf
904,cwe119,cwe129,CanFollow
905,cwe823,cwe129,CanFollow
906,cwe789,cwe129,CanFollow
907,cwe130,cwe240,ChildOf
908,cwe130,cwe119,ChildOf
909,cwe805,cwe130,CanFollow
910,cwe131,cwe682,ChildOf
911,cwe119,cwe131,CanFollow
912,cwe134,cwe668,ChildOf
913,cwe123,cwe134,CanFollow
914,cwe134,cwe20,ChildOf
915,cwe135,cwe682,ChildOf
916,cwe138,cwe707,ChildOf
917,cwe140,cwe138,ChildOf
918,cwe141,cwe140,ChildOf
919,cwe142,cwe140,ChildOf
920,cwe143,cwe140,ChildOf
921,cwe144,cwe140,ChildOf
922,cwe145,cwe140,ChildOf
923,cwe146,cwe140,ChildOf
924,cwe147,cwe138,ChildOf
925,cwe148,cwe138,ChildOf
926,cwe149,cwe138,ChildOf
927,cwe150,cwe138,ChildOf
928,cwe151,cwe138,ChildOf
929,cwe152,cwe138,ChildOf
930,cwe153,cwe138,ChildOf
931,cwe154,cwe138,ChildOf
932,cwe155,cwe138,ChildOf
933,cwe156,cwe138,ChildOf
934,cwe157,cwe138,ChildOf
935,cwe158,cwe138,ChildOf
936,cwe159,cwe138,ChildOf
937,cwe160,cwe138,ChildOf
938,cwe161,cwe160,ChildOf
939,cwe162,cwe138,ChildOf
940,cwe163,cwe162,ChildOf
941,cwe164,cwe138,ChildOf
942,cwe165,cwe164,ChildOf
943,cwe166,cwe159,ChildOf
944,cwe166,cwe228,ChildOf
945,cwe167,cwe159,ChildOf
946,cwe167,cwe228,ChildOf
947,cwe168,cwe159,ChildOf
948,cwe168,cwe228,ChildOf
949,cwe170,cwe707,ChildOf
950,cwe120,cwe170,CanFollow
951,cwe126,cwe170,CanFollow
952,cwe464,cwe170,PeerOf
953,cwe463,cwe170,PeerOf
954,cwe170,cwe20,ChildOf
955,cwe172,cwe707,ChildOf
956,cwe22,cwe172,CanFollow
957,cwe41,cwe172,CanFollow
958,cwe173,cwe172,ChildOf
959,cwe289,cwe173,CanFollow
960,cwe174,cwe172,ChildOf
961,cwe174,cwe675,ChildOf
962,cwe175,cwe172,ChildOf
963,cwe176,cwe172,ChildOf
964,cwe177,cwe172,ChildOf
965,cwe178,cwe706,ChildOf
966,cwe433,cwe178,CanFollow
967,cwe289,cwe178,CanFollow
968,cwe179,cwe20,ChildOf
969,cwe179,cwe696,ChildOf
970,cwe180,cwe179,ChildOf
971,cwe181,cwe179,ChildOf
972,cwe182,cwe693,ChildOf
973,cwe33,cwe182,CanFollow
974,cwe34,cwe182,CanFollow
975,cwe35,cwe182,CanFollow
976,cwe183,cwe697,ChildOf
977,cwe434,cwe183,CanFollow
978,cwe184,cwe693,ChildOf
979,cwe184,cwe1023,ChildOf
980,cwe79,cwe184,CanFollow
981,cwe78,cwe184,CanFollow
982,cwe434,cwe184,CanFollow
983,cwe98,cwe184,CanFollow
984,cwe185,cwe697,ChildOf
985,cwe187,cwe185,CanFollow
986,cwe182,cwe185,CanFollow
987,cwe186,cwe185,ChildOf
988,cwe187,cwe1023,ChildOf
989,cwe188,cwe1105,ChildOf
990,cwe188,cwe435,ChildOf
991,cwe190,cwe682,ChildOf
992,cwe190,cwe20,ChildOf
993,cwe119,cwe190,CanFollow
994,cwe191,cwe682,ChildOf
995,cwe192,cwe681,ChildOf
996,cwe193,cwe682,ChildOf
997,cwe617,cwe193,CanFollow
998,cwe170,cwe193,CanFollow
999,cwe119,cwe193,CanFollow
1000,cwe194,cwe681,ChildOf
1001,cwe195,cwe681,ChildOf
1002,cwe119,cwe195,CanFollow
1003,cwe196,cwe681,ChildOf
1004,cwe197,cwe681,ChildOf
1005,cwe198,cwe188,ChildOf
1006,cwe200,cwe668,ChildOf
1007,cwe201,cwe200,ChildOf
1008,cwe202,cwe1230,ChildOf
1009,cwe203,cwe200,ChildOf
1010,cwe204,cwe203,ChildOf
1011,cwe205,cwe203,ChildOf
1012,cwe514,cwe205,CanFollow
1013,cwe206,cwe205,ChildOf
1014,cwe207,cwe205,ChildOf
1015,cwe208,cwe203,ChildOf
1016,cwe385,cwe208,CanFollow
1017,cwe327,cwe208,CanFollow
1018,cwe209,cwe200,ChildOf
1019,cwe209,cwe755,ChildOf
1020,cwe210,cwe209,ChildOf
1021,cwe211,cwe209,ChildOf
1022,cwe212,cwe669,ChildOf
1023,cwe201,cwe212,CanFollow
1024,cwe213,cwe200,ChildOf
1025,cwe214,cwe497,ChildOf
1026,cwe215,cwe200,ChildOf
1027,cwe219,cwe552,ChildOf
1028,cwe220,cwe552,ChildOf
1029,cwe221,cwe664,ChildOf
1030,cwe222,cwe221,ChildOf
1031,cwe223,cwe221,ChildOf
1032,cwe224,cwe221,ChildOf
1033,cwe226,cwe459,ChildOf
1034,cwe226,cwe212,ChildOf
1035,cwe201,cwe226,CanFollow
1036,cwe228,cwe703,ChildOf
1037,cwe228,cwe707,ChildOf
1038,cwe229,cwe228,ChildOf
1039,cwe230,cwe229,ChildOf
1040,cwe231,cwe229,ChildOf
1041,cwe120,cwe231,CanFollow
1042,cwe232,cwe229,ChildOf
1043,cwe233,cwe228,ChildOf
1044,cwe234,cwe233,ChildOf
1045,cwe235,cwe233,ChildOf
1046,cwe236,cwe233,ChildOf
1047,cwe237,cwe228,ChildOf
1048,cwe238,cwe237,ChildOf
1049,cwe239,cwe237,ChildOf
1050,cwe404,cwe239,PeerOf
1051,cwe240,cwe237,ChildOf
1052,cwe240,cwe707,ChildOf
1053,cwe241,cwe228,ChildOf
1054,cwe242,cwe1177,ChildOf
1055,cwe243,cwe573,ChildOf
1056,cwe243,cwe669,ChildOf
1057,cwe244,cwe226,ChildOf
1058,cwe669,cwe244,CanFollow
1059,cwe245,cwe695,ChildOf
1060,cwe246,cwe695,ChildOf
1061,cwe248,cwe705,ChildOf
1062,cwe248,cwe755,ChildOf
1063,cwe248,cwe703,ChildOf
1064,cwe250,cwe269,ChildOf
1065,cwe250,cwe657,ChildOf
1066,cwe252,cwe754,ChildOf
1067,cwe476,cwe252,CanFollow
1068,cwe253,cwe573,ChildOf
1069,cwe253,cwe754,ChildOf
1070,cwe256,cwe522,ChildOf
1071,cwe257,cwe522,ChildOf
1072,cwe259,cwe257,PeerOf
1073,cwe258,cwe260,ChildOf
1074,cwe258,cwe521,ChildOf
1075,cwe259,cwe798,ChildOf
1076,cwe321,cwe259,PeerOf
1077,cwe260,cwe522,ChildOf
1078,cwe261,cwe522,ChildOf
1079,cwe262,cwe1390,ChildOf
1080,cwe309,cwe262,PeerOf
1081,cwe324,cwe262,PeerOf
1082,cwe263,cwe1390,ChildOf
1083,cwe266,cwe269,ChildOf
1084,cwe267,cwe269,ChildOf
1085,cwe268,cwe269,ChildOf
1086,cwe269,cwe284,ChildOf
1087,cwe270,cwe269,ChildOf
1088,cwe271,cwe269,ChildOf
1089,cwe272,cwe271,ChildOf
1090,cwe273,cwe754,ChildOf
1091,cwe273,cwe271,ChildOf
1092,cwe252,cwe273,PeerOf
1093,cwe274,cwe755,ChildOf
1094,cwe274,cwe269,ChildOf
1095,cwe271,cwe274,PeerOf
1096,cwe276,cwe732,ChildOf
1097,cwe277,cwe732,ChildOf
1098,cwe278,cwe732,ChildOf
1099,cwe279,cwe732,ChildOf
1100,cwe280,cwe755,ChildOf
1101,cwe281,cwe732,ChildOf
1102,cwe282,cwe284,ChildOf
1103,cwe283,cwe282,ChildOf
1104,cwe285,cwe284,ChildOf
1105,cwe286,cwe284,ChildOf
1106,cwe287,cwe284,ChildOf
1107,cwe288,cwe306,ChildOf
1108,cwe288,cwe284,ChildOf
1109,cwe420,cwe288,PeerOf
1110,cwe289,cwe1390,ChildOf
1111,cwe290,cwe1390,ChildOf
1112,cwe290,cwe287,ChildOf
1113,cwe291,cwe290,ChildOf
1114,cwe291,cwe923,ChildOf
1115,cwe291,cwe471,ChildOf
1116,cwe293,cwe290,ChildOf
1117,cwe294,cwe1390,ChildOf
1118,cwe294,cwe287,ChildOf
1119,cwe295,cwe287,ChildOf
1120,cwe322,cwe295,PeerOf
1121,cwe296,cwe295,ChildOf
1122,cwe296,cwe573,ChildOf
1123,cwe297,cwe923,ChildOf
1124,cwe297,cwe295,ChildOf
1125,cwe298,cwe295,ChildOf
1126,cwe298,cwe672,ChildOf
1127,cwe299,cwe295,ChildOf
1128,cwe299,cwe404,ChildOf
1129,cwe300,cwe923,ChildOf
1130,cwe301,cwe1390,ChildOf
1131,cwe327,cwe301,PeerOf
1132,cwe302,cwe1390,ChildOf
1133,cwe302,cwe807,ChildOf
1134,cwe303,cwe1390,ChildOf
1135,cwe304,cwe303,ChildOf
1136,cwe304,cwe573,ChildOf
1137,cwe305,cwe1390,ChildOf
1138,cwe306,cwe287,ChildOf
1139,cwe307,cwe1390,ChildOf
1140,cwe307,cwe287,ChildOf
1141,cwe307,cwe799,ChildOf
1142,cwe308,cwe1390,ChildOf
1143,cwe308,cwe654,ChildOf
1144,cwe309,cwe308,PeerOf
1145,cwe309,cwe1390,ChildOf
1146,cwe309,cwe654,ChildOf
1147,cwe311,cwe693,ChildOf
1148,cwe312,cwe311,ChildOf
1149,cwe312,cwe922,ChildOf
1150,cwe313,cwe312,ChildOf
1151,cwe314,cwe312,ChildOf
1152,cwe315,cwe312,ChildOf
1153,cwe316,cwe312,ChildOf
1154,cwe317,cwe312,ChildOf
1155,cwe318,cwe312,ChildOf
1156,cwe319,cwe311,ChildOf
1157,cwe321,cwe798,ChildOf
1158,cwe322,cwe306,ChildOf
1159,cwe923,cwe322,CanFollow
1160,cwe323,cwe344,ChildOf
1161,cwe324,cwe672,ChildOf
1162,cwe298,cwe324,PeerOf
1163,cwe325,cwe573,ChildOf
1164,cwe358,cwe325,PeerOf
1165,cwe326,cwe693,ChildOf
1166,cwe327,cwe693,ChildOf
1167,cwe311,cwe327,PeerOf
1168,cwe328,cwe326,ChildOf
1169,cwe328,cwe327,ChildOf
1170,cwe329,cwe1204,ChildOf
1171,cwe329,cwe573,ChildOf
1172,cwe330,cwe693,ChildOf
1173,cwe804,cwe330,CanFollow
1174,cwe331,cwe330,ChildOf
1175,cwe332,cwe331,ChildOf
1176,cwe333,cwe331,ChildOf
1177,cwe333,cwe755,ChildOf
1178,cwe334,cwe330,ChildOf
1179,cwe335,cwe330,ChildOf
1180,cwe336,cwe335,ChildOf
1181,cwe337,cwe335,ChildOf
1182,cwe338,cwe330,ChildOf
1183,cwe339,cwe335,ChildOf
1184,cwe341,cwe339,PeerOf
1185,cwe340,cwe330,ChildOf
1186,cwe341,cwe340,ChildOf
1187,cwe342,cwe340,ChildOf
1188,cwe343,cwe340,ChildOf
1189,cwe344,cwe330,ChildOf
1190,cwe345,cwe693,ChildOf
1191,cwe346,cwe345,ChildOf
1192,cwe346,cwe284,ChildOf
1193,cwe347,cwe345,ChildOf
1194,cwe348,cwe345,ChildOf
1195,cwe349,cwe345,ChildOf
1196,cwe350,cwe290,ChildOf
1197,cwe350,cwe807,ChildOf
1198,cwe923,cwe350,CanFollow
1199,cwe351,cwe345,ChildOf
1200,cwe436,cwe351,PeerOf
1201,cwe352,cwe345,ChildOf
1202,cwe353,cwe345,ChildOf
1203,cwe354,cwe353,PeerOf
1204,cwe354,cwe345,ChildOf
1205,cwe354,cwe754,ChildOf
1206,cwe356,cwe221,ChildOf
1207,cwe357,cwe693,ChildOf
1208,cwe358,cwe573,ChildOf
1209,cwe358,cwe693,ChildOf
1210,cwe359,cwe200,ChildOf
1211,cwe360,cwe345,ChildOf
1212,cwe362,cwe691,ChildOf
1213,cwe363,cwe367,ChildOf
1214,cwe59,cwe363,CanFollow
1215,cwe364,cwe362,ChildOf
1216,cwe415,cwe364,CanFollow
1217,cwe416,cwe364,CanFollow
1218,cwe123,cwe364,CanFollow
1219,cwe366,cwe362,ChildOf
1220,cwe366,cwe662,ChildOf
1221,cwe367,cwe362,ChildOf
1222,cwe368,cwe362,ChildOf
1223,cwe369,cwe682,ChildOf
1224,cwe370,cwe299,ChildOf
1225,cwe296,cwe370,PeerOf
1226,cwe297,cwe370,PeerOf
1227,cwe298,cwe370,PeerOf
1228,cwe372,cwe664,ChildOf
1229,cwe374,cwe668,ChildOf
1230,cwe375,cwe668,ChildOf
1231,cwe377,cwe668,ChildOf
1232,cwe378,cwe377,ChildOf
1233,cwe379,cwe377,ChildOf
1234,cwe382,cwe705,ChildOf
1235,cwe383,cwe695,ChildOf
1236,cwe384,cwe610,ChildOf
1237,cwe385,cwe514,ChildOf
1238,cwe386,cwe706,ChildOf
1239,cwe367,cwe386,PeerOf
1240,cwe610,cwe386,PeerOf
1241,cwe486,cwe386,PeerOf
1242,cwe390,cwe755,ChildOf
1243,cwe401,cwe390,CanFollow
1244,cwe391,cwe754,ChildOf
1245,cwe391,cwe703,ChildOf
1246,cwe392,cwe755,ChildOf
1247,cwe392,cwe684,ChildOf
1248,cwe392,cwe703,ChildOf
1249,cwe393,cwe684,ChildOf
1250,cwe393,cwe703,ChildOf
1251,cwe394,cwe754,ChildOf
1252,cwe395,cwe705,ChildOf
1253,cwe395,cwe755,ChildOf
1254,cwe396,cwe705,ChildOf
1255,cwe396,cwe755,ChildOf
1256,cwe396,cwe221,ChildOf
1257,cwe397,cwe705,ChildOf
1258,cwe397,cwe221,ChildOf
1259,cwe397,cwe703,ChildOf
1260,cwe400,cwe664,ChildOf
1261,cwe401,cwe772,ChildOf
1262,cwe401,cwe404,ChildOf
1263,cwe402,cwe668,ChildOf
1264,cwe403,cwe402,ChildOf
1265,cwe404,cwe664,ChildOf
1266,cwe405,cwe404,PeerOf
1267,cwe619,cwe404,CanFollow
1268,cwe405,cwe400,ChildOf
1269,cwe406,cwe405,ChildOf
1270,cwe407,cwe405,ChildOf
1271,cwe408,cwe405,ChildOf
1272,cwe408,cwe696,ChildOf
1273,cwe409,cwe405,ChildOf
1274,cwe410,cwe664,ChildOf
1275,cwe400,cwe410,CanFollow
1276,cwe412,cwe667,ChildOf
1277,cwe413,cwe667,ChildOf
1278,cwe414,cwe667,ChildOf
1279,cwe415,cwe825,ChildOf
1280,cwe415,cwe1341,ChildOf
1281,cwe415,cwe672,ChildOf
1282,cwe415,cwe666,ChildOf
1283,cwe416,cwe415,PeerOf
1284,cwe123,cwe415,PeerOf
1285,cwe416,cwe825,ChildOf
1286,cwe416,cwe672,ChildOf
1287,cwe120,cwe416,CanFollow
1288,cwe123,cwe416,CanFollow
1289,cwe419,cwe923,ChildOf
1290,cwe420,cwe923,ChildOf
1291,cwe421,cwe420,ChildOf
1292,cwe421,cwe362,ChildOf
1293,cwe422,cwe420,ChildOf
1294,cwe422,cwe360,ChildOf
1295,cwe424,cwe693,ChildOf
1296,cwe424,cwe638,ChildOf
1297,cwe425,cwe862,ChildOf
1298,cwe425,cwe288,ChildOf
1299,cwe425,cwe424,ChildOf
1300,cwe471,cwe425,CanFollow
1301,cwe98,cwe425,CanFollow
1302,cwe426,cwe642,ChildOf
1303,cwe426,cwe668,ChildOf
1304,cwe426,cwe673,ChildOf
1305,cwe427,cwe426,PeerOf
1306,cwe428,cwe426,PeerOf
1307,cwe427,cwe668,ChildOf
1308,cwe428,cwe668,ChildOf
1309,cwe430,cwe691,ChildOf
1310,cwe433,cwe430,CanFollow
1311,cwe434,cwe430,PeerOf
1312,cwe431,cwe691,ChildOf
1313,cwe433,cwe431,CanFollow
1314,cwe432,cwe364,ChildOf
1315,cwe433,cwe219,ChildOf
1316,cwe434,cwe669,ChildOf
1317,cwe351,cwe434,PeerOf
1318,cwe436,cwe434,PeerOf
1319,cwe436,cwe435,ChildOf
1320,cwe437,cwe436,ChildOf
1321,cwe439,cwe435,ChildOf
1322,cwe440,cwe684,ChildOf
1323,cwe441,cwe610,ChildOf
1324,cwe668,cwe441,CanFollow
1325,cwe444,cwe436,ChildOf
1326,cwe446,cwe684,ChildOf
1327,cwe447,cwe446,ChildOf
1328,cwe447,cwe671,ChildOf
1329,cwe448,cwe446,ChildOf
1330,cwe449,cwe446,ChildOf
1331,cwe450,cwe357,ChildOf
1332,cwe451,cwe684,ChildOf
1333,cwe451,cwe221,ChildOf
1334,cwe346,cwe451,PeerOf
1335,cwe453,cwe1188,ChildOf
1336,cwe454,cwe1419,ChildOf
1337,cwe455,cwe665,ChildOf
1338,cwe455,cwe705,ChildOf
1339,cwe455,cwe636,ChildOf
1340,cwe456,cwe909,ChildOf
1341,cwe456,cwe665,ChildOf
1342,cwe89,cwe456,CanFollow
1343,cwe120,cwe456,CanFollow
1344,cwe98,cwe456,CanFollow
1345,cwe457,cwe456,CanFollow
1346,cwe457,cwe908,ChildOf
1347,cwe457,cwe665,ChildOf
1348,cwe459,cwe404,ChildOf
1349,cwe460,cwe459,ChildOf
1350,cwe460,cwe755,ChildOf
1351,cwe462,cwe694,ChildOf
1352,cwe463,cwe707,ChildOf
1353,cwe464,cwe463,PeerOf
1354,cwe464,cwe138,ChildOf
1355,cwe466,cwe119,ChildOf
1356,cwe466,cwe20,ChildOf
1357,cwe467,cwe131,ChildOf
1358,cwe468,cwe682,ChildOf
1359,cwe469,cwe682,ChildOf
1360,cwe470,cwe913,ChildOf
1361,cwe470,cwe610,ChildOf
1362,cwe470,cwe20,ChildOf
1363,cwe471,cwe664,ChildOf
1364,cwe472,cwe642,ChildOf
1365,cwe472,cwe471,ChildOf
1366,cwe473,cwe471,ChildOf
1367,cwe98,cwe473,CanFollow
1368,cwe474,cwe758,ChildOf
1369,cwe475,cwe573,ChildOf
1370,cwe476,cwe710,ChildOf
1371,cwe476,cwe754,ChildOf
1372,cwe477,cwe710,ChildOf
1373,cwe478,cwe1023,ChildOf
1374,cwe479,cwe828,ChildOf
1375,cwe479,cwe663,ChildOf
1376,cwe123,cwe479,CanFollow
1377,cwe480,cwe670,ChildOf
1378,cwe481,cwe480,ChildOf
1379,cwe697,cwe481,CanFollow
1380,cwe482,cwe480,ChildOf
1381,cwe483,cwe670,ChildOf
1382,cwe484,cwe710,ChildOf
1383,cwe484,cwe670,ChildOf
1384,cwe486,cwe1025,ChildOf
1385,cwe487,cwe664,ChildOf
1386,cwe488,cwe668,ChildOf
1387,cwe489,cwe710,ChildOf
1388,cwe215,cwe489,CanFollow
1389,cwe491,cwe668,ChildOf
1390,cwe492,cwe668,ChildOf
1391,cwe493,cwe668,ChildOf
1392,cwe494,cwe345,ChildOf
1393,cwe494,cwe669,ChildOf
1394,cwe495,cwe664,ChildOf
1395,cwe496,cwe664,ChildOf
1396,cwe497,cwe200,ChildOf
1397,cwe498,cwe668,ChildOf
1398,cwe200,cwe498,CanFollow
1399,cwe499,cwe668,ChildOf
1400,cwe200,cwe499,CanFollow
1401,cwe500,cwe493,ChildOf
1402,cwe501,cwe664,ChildOf
1403,cwe502,cwe913,ChildOf
1404,cwe915,cwe502,PeerOf
1405,cwe506,cwe912,ChildOf
1406,cwe507,cwe506,ChildOf
1407,cwe508,cwe507,ChildOf
1408,cwe509,cwe507,ChildOf
1409,cwe510,cwe506,ChildOf
1410,cwe511,cwe506,ChildOf
1411,cwe512,cwe506,ChildOf
1412,cwe514,cwe1229,ChildOf
1413,cwe515,cwe514,ChildOf
1414,cwe520,cwe266,ChildOf
1415,cwe521,cwe1391,ChildOf
1416,cwe521,cwe287,ChildOf
1417,cwe522,cwe1390,ChildOf
1418,cwe522,cwe287,ChildOf
1419,cwe522,cwe668,ChildOf
1420,cwe523,cwe522,ChildOf
1421,cwe524,cwe668,ChildOf
1422,cwe525,cwe524,ChildOf
1423,cwe526,cwe312,ChildOf
1424,cwe214,cwe526,PeerOf
1425,cwe527,cwe552,ChildOf
1426,cwe528,cwe552,ChildOf
1427,cwe529,cwe552,ChildOf
1428,cwe530,cwe552,ChildOf
1429,cwe531,cwe540,ChildOf
1430,cwe532,cwe538,ChildOf
1431,cwe532,cwe200,ChildOf
1432,cwe535,cwe211,ChildOf
1433,cwe536,cwe211,ChildOf
1434,cwe537,cwe211,ChildOf
1435,cwe538,cwe200,ChildOf
1436,cwe539,cwe552,ChildOf
1437,cwe540,cwe538,ChildOf
1438,cwe541,cwe540,ChildOf
1439,cwe543,cwe820,ChildOf
1440,cwe543,cwe662,ChildOf
1441,cwe544,cwe755,ChildOf
1442,cwe546,cwe1078,ChildOf
1443,cwe547,cwe1078,ChildOf
1444,cwe548,cwe497,ChildOf
1445,cwe549,cwe522,ChildOf
1446,cwe550,cwe209,ChildOf
1447,cwe551,cwe863,ChildOf
1448,cwe551,cwe696,ChildOf
1449,cwe552,cwe668,ChildOf
1450,cwe552,cwe285,ChildOf
1451,cwe553,cwe552,ChildOf
1452,cwe554,cwe1173,ChildOf
1453,cwe555,cwe260,ChildOf
1454,cwe556,cwe266,ChildOf
1455,cwe558,cwe663,ChildOf
1456,cwe560,cwe687,ChildOf
1457,cwe561,cwe1164,ChildOf
1458,cwe562,cwe758,ChildOf
1459,cwe672,cwe562,CanFollow
1460,cwe825,cwe562,CanFollow
1461,cwe563,cwe1164,ChildOf
1462,cwe564,cwe89,ChildOf
1463,cwe565,cwe642,ChildOf
1464,cwe565,cwe669,ChildOf
1465,cwe565,cwe602,ChildOf
1466,cwe566,cwe639,ChildOf
1467,cwe567,cwe820,ChildOf
1468,cwe567,cwe662,ChildOf
1469,cwe488,cwe567,CanFollow
1470,cwe568,cwe573,ChildOf
1471,cwe568,cwe459,ChildOf
1472,cwe570,cwe710,ChildOf
1473,cwe561,cwe570,CanFollow
1474,cwe571,cwe710,ChildOf
1475,cwe561,cwe571,CanFollow
1476,cwe572,cwe821,ChildOf
1477,cwe573,cwe710,ChildOf
1478,cwe574,cwe695,ChildOf
1479,cwe574,cwe821,ChildOf
1480,cwe575,cwe695,ChildOf
1481,cwe576,cwe695,ChildOf
1482,cwe577,cwe573,ChildOf
1483,cwe578,cwe573,ChildOf
1484,cwe579,cwe573,ChildOf
1485,cwe580,cwe664,ChildOf
1486,cwe580,cwe573,ChildOf
1487,cwe581,cwe573,ChildOf
1488,cwe581,cwe697,ChildOf
1489,cwe582,cwe668,ChildOf
1490,cwe583,cwe668,ChildOf
1491,cwe584,cwe705,ChildOf
1492,cwe585,cwe1071,ChildOf
1493,cwe586,cwe1076,ChildOf
1494,cwe587,cwe344,ChildOf
1495,cwe587,cwe758,ChildOf
1496,cwe588,cwe704,ChildOf
1497,cwe588,cwe758,ChildOf
1498,cwe589,cwe474,ChildOf
1499,cwe590,cwe762,ChildOf
1500,cwe123,cwe590,CanFollow
1501,cwe591,cwe413,ChildOf
1502,cwe593,cwe666,ChildOf
1503,cwe593,cwe1390,ChildOf
1504,cwe594,cwe1076,ChildOf
1505,cwe595,cwe1025,ChildOf
1506,cwe597,cwe595,ChildOf
1507,cwe597,cwe480,ChildOf
1508,cwe598,cwe201,ChildOf
1509,cwe599,cwe295,ChildOf
1510,cwe600,cwe248,ChildOf
1511,cwe209,cwe600,CanFollow
1512,cwe390,cwe600,PeerOf
1513,cwe601,cwe610,ChildOf
1514,cwe602,cwe693,ChildOf
1515,cwe471,cwe602,CanFollow
1516,cwe290,cwe602,PeerOf
1517,cwe300,cwe602,PeerOf
1518,cwe603,cwe1390,ChildOf
1519,cwe603,cwe602,ChildOf
1520,cwe300,cwe603,PeerOf
1521,cwe656,cwe603,PeerOf
1522,cwe605,cwe675,ChildOf
1523,cwe605,cwe666,ChildOf
1524,cwe606,cwe1284,ChildOf
1525,cwe834,cwe606,CanFollow
1526,cwe607,cwe471,ChildOf
1527,cwe608,cwe668,ChildOf
1528,cwe609,cwe667,ChildOf
1529,cwe367,cwe609,CanFollow
1530,cwe610,cwe664,ChildOf
1531,cwe611,cwe610,ChildOf
1532,cwe441,cwe611,PeerOf
1533,cwe612,cwe1230,ChildOf
1534,cwe613,cwe672,ChildOf
1535,cwe287,cwe613,CanFollow
1536,cwe614,cwe319,ChildOf
1537,cwe615,cwe540,ChildOf
1538,cwe546,cwe615,PeerOf
1539,cwe616,cwe345,ChildOf
1540,cwe473,cwe616,PeerOf
1541,cwe617,cwe670,ChildOf
1542,cwe618,cwe749,ChildOf
1543,cwe619,cwe402,ChildOf
1544,cwe620,cwe1390,ChildOf
1545,cwe621,cwe914,ChildOf
1546,cwe471,cwe621,CanFollow
1547,cwe622,cwe20,ChildOf
1548,cwe623,cwe267,ChildOf
1549,cwe618,cwe623,PeerOf
1550,cwe624,cwe77,ChildOf
1551,cwe625,cwe185,ChildOf
1552,cwe187,cwe625,PeerOf
1553,cwe184,cwe625,PeerOf
1554,cwe183,cwe625,PeerOf
1555,cwe626,cwe147,ChildOf
1556,cwe626,cwe436,ChildOf
1557,cwe627,cwe914,ChildOf
1558,cwe183,cwe627,PeerOf
1559,cwe628,cwe573,ChildOf
1560,cwe636,cwe657,ChildOf
1561,cwe636,cwe755,ChildOf
1562,cwe280,cwe636,PeerOf
1563,cwe637,cwe657,ChildOf
1564,cwe638,cwe657,ChildOf
1565,cwe638,cwe862,ChildOf
1566,cwe639,cwe863,ChildOf
1567,cwe639,cwe284,ChildOf
1568,cwe640,cwe1390,ChildOf
1569,cwe640,cwe287,ChildOf
1570,cwe641,cwe99,ChildOf
1571,cwe642,cwe668,ChildOf
1572,cwe643,cwe943,ChildOf
1573,cwe643,cwe91,ChildOf
1574,cwe644,cwe116,ChildOf
1575,cwe645,cwe287,ChildOf
1576,cwe646,cwe345,ChildOf
1577,cwe647,cwe863,ChildOf
1578,cwe648,cwe269,ChildOf
1579,cwe649,cwe345,ChildOf
1580,cwe650,cwe436,ChildOf
1581,cwe651,cwe538,ChildOf
1582,cwe652,cwe943,ChildOf
1583,cwe652,cwe91,ChildOf
1584,cwe653,cwe657,ChildOf
1585,cwe653,cwe693,ChildOf
1586,cwe654,cwe657,ChildOf
1587,cwe654,cwe693,ChildOf
1588,cwe655,cwe657,ChildOf
1589,cwe655,cwe693,ChildOf
1590,cwe656,cwe657,ChildOf
1591,cwe656,cwe693,ChildOf
1592,cwe259,cwe656,CanFollow
1593,cwe321,cwe656,CanFollow
1594,cwe472,cwe656,CanFollow
1595,cwe657,cwe710,ChildOf
1596,cwe662,cwe664,ChildOf
